Country.Code,Years,TotalGHGEmission.percapita,GDP,SelfHarm.inc.rate
AFG,2000,1.15978245162138e-06,174.9309914,37.91253706
AFG,2001,1.0667162550833e-06,138.7068217,37.84270604
AFG,2002,1.13144202550674e-06,178.9540884,37.63791964
AFG,2003,1.08952389096597e-06,198.8711157,37.2965987
AFG,2004,1.04957188370068e-06,221.7636539,36.95969164
AFG,2005,1.02450086494057e-06,254.1842491,36.67794579
AFG,2006,9.91048097918455e-07,274.2185536,36.35059048
AFG,2007,1.01459861677326e-06,376.223152,35.98862648
AFG,2008,1.11575809978332e-06,381.733238,35.62931576
AFG,2009,1.18306926782218e-06,452.0537055,35.24537401
AFG,2010,1.28581479148931e-06,560.6215055,34.89970154
AFG,2011,1.37822687890993e-06,606.6946763,34.56734941
AFG,2012,1.25406601314645e-06,651.4171345,34.20682081
AFG,2013,1.16010003445626e-06,637.0870991,33.87631739
AFG,2014,1.12376836634375e-06,625.0549418,33.61218681
AFG,2015,1.0888997688681e-06,565.5697304,33.45445196
AFG,2016,1.0393217272364e-06,522.0822156,33.41336167
AFG,2017,1.04018234223016e-06,525.4697709,33.43873572
AFG,2018,1.00656889050467e-06,491.3372214,33.49578695
AFG,2019,9.61902567883276e-07,496.6025043,33.55618494
AFG,2020,9.23428277969588e-07,510.7870634,34.03134365
ALB,2000,2.77747653225433e-06,1126.68334,51.68325156
ALB,2001,2.86500142312216e-06,1281.659826,53.05031414
ALB,2002,3.07747270575973e-06,1425.124219,54.34470161
ALB,2003,3.15118751842338e-06,1846.120121,55.54672931
ALB,2004,3.23333241931866e-06,2373.581292,56.62930214
ALB,2005,3.11387696510063e-06,2673.787816,57.56642628
ALB,2006,3.14872247620505e-06,2972.743621,58.47277659
ALB,2007,3.15722098560379e-06,3595.038295,59.40453609
ALB,2008,3.10842346624757e-06,4370.539716,60.24875146
ALB,2009,3.12230253672137e-06,4114.134033,60.89344803
ALB,2010,3.27776559111658e-06,4094.349686,61.22623065
ALB,2011,4.39874087625788e-06,4437.141161,61.1075312
ALB,2012,4.64053074040452e-06,4247.631343,60.62217545
ALB,2013,3.35896061334148e-06,4413.063383,59.9948256
ALB,2014,3.49578969812094e-06,4578.633208,59.45350541
ALB,2015,3.48522565498769e-06,3952.803574,59.22547891
ALB,2016,3.35749683338659e-06,4124.05539,59.65937225
ALB,2017,3.64164140963307e-06,4531.032207,60.63104635
ALB,2018,3.64669533934138e-06,5365.489347,61.67347031
ALB,2019,3.47510029987482e-06,5460.428237,62.30542836
ALB,2020,3.26564239323516e-06,5370.778623,62.7092877
DZA,2000,4.85976637312328e-06,1772.928691,41.27253154
DZA,2001,4.45460775371633e-06,1896.300209,40.75608401
DZA,2002,4.3818249189352e-06,1937.464114,40.19263216
DZA,2003,4.75357922524301e-06,2283.772993,39.5997183
DZA,2004,4.63121476868261e-06,2816.99385,38.99453674
DZA,2005,4.72195548742286e-06,3233.133396,38.39473876
DZA,2006,4.89812097524868e-06,3660.661047,37.74421489
DZA,2007,4.81082508107187e-06,4167.451699,37.02586404
DZA,2008,4.95801457226551e-06,5180.918815,36.31476716
DZA,2009,4.75662111309114e-06,4235.429905,35.68585446
DZA,2010,4.88480289561503e-06,4912.785855,35.21352784
DZA,2011,4.97204916970198e-06,5916.313644,34.8366023
DZA,2012,5.30736649251347e-06,6033.648847,34.47028146
DZA,2013,5.33119665656718e-06,5979.60139,34.15341666
DZA,2014,5.55383567991567e-06,6094.693923,33.92623416
DZA,2015,5.69810804120158e-06,4685.059027,33.82743569
DZA,2016,5.53128548208488e-06,4424.98529,33.9306246
DZA,2017,5.54156355567408e-06,4554.66754,34.21206503
DZA,2018,5.64063292736966e-06,4577.210292,34.56565272
DZA,2019,5.68793122348482e-06,4468.453419,34.88634876
DZA,2020,5.29003039387935e-06,3743.541952,35.36358232
AGO,2000,6.61232888021509e-06,563.7337956,32.4299684
AGO,2001,6.26386798324831e-06,533.5862024,32.26920753
AGO,2002,5.94819889242074e-06,882.1478472,32.05865983
AGO,2003,5.7539878036384e-06,992.6989793,31.8273755
AGO,2004,5.83032439638604e-06,1266.210864,31.60461132
AGO,2005,5.52123845734324e-06,1916.468422,31.41941102
AGO,2006,4.95350576926757e-06,2617.05196,31.24936192
AGO,2007,4.7045558159682e-06,3141.04598,31.0645822
AGO,2008,4.68732180017707e-06,4103.0669,30.88412429
AGO,2009,4.58688116092008e-06,3136.64547,30.72720959
AGO,2010,4.7131025882358e-06,3597.342932,30.61229721
AGO,2011,5.74277308381677e-06,4615.910598,30.53575554
AGO,2012,5.60060346197863e-06,5086.027401,30.48391763
AGO,2013,5.5653601940256e-06,5057.747878,30.46357597
AGO,2014,5.43902862249592e-06,5005.999741,30.48183514
AGO,2015,5.40295800119029e-06,3213.902611,30.54593656
AGO,2016,5.11621635420811e-06,1807.952941,30.68366523
AGO,2017,4.7571313344847e-06,2437.259712,30.89445097
AGO,2018,4.47050858137105e-06,2538.591391,31.14369727
AGO,2019,4.33413624172649e-06,2189.855714,31.39628582
AGO,2020,3.94873632378121e-06,1449.922867,31.85300333
ATG,2000,2.47623878684323e-06,12021.46321,12.1055528
ATG,2001,2.4057106048456e-06,11535.77429,12.22909144
ATG,2002,2.60541073839443e-06,11657.34875,12.37059183
ATG,2003,2.76179959940424e-06,12171.37738,12.51709318
ATG,2004,2.77823651215081e-06,13036.00759,12.655576
ATG,2005,2.82749871248948e-06,14366.29128,12.77298962
ATG,2006,3.08545481613816e-06,16172.25135,12.87934689
ATG,2007,3.26911779105062e-06,18203.51513,12.98522465
ATG,2008,3.43376109610189e-06,18785.46822,13.07776904
ATG,2009,3.76842930630962e-06,16471.36783,13.14385545
ATG,2010,3.60173464603844e-06,15216.30984,13.17086117
ATG,2011,2.77069916137701e-06,14841.97096,13.15078805
ATG,2012,2.90396516158606e-06,15208.65697,13.10046087
ATG,2013,3.26012899709302e-06,15050.71228,13.04426455
ATG,2014,3.46758294372782e-06,15533.48313,13.00688818
ATG,2015,3.57122884720777e-06,16080.65805,13.01322987
ATG,2016,3.82576220698241e-06,16557.84317,13.27996284
ATG,2017,3.38351682362824e-06,16924.78945,13.83947112
ATG,2018,3.56223742383917e-06,18273.42707,14.44264443
ATG,2019,4.02346657326737e-06,18884.37297,14.84255856
ATG,2020,3.28484637327701e-06,15360.45442,15.01917956
ARG,2000,1.00292809283736e-05,7637.014892,82.04869785
ARG,2001,9.76985806578502e-06,7141.475077,83.91113292
ARG,2002,1.00173631686411e-05,2569.699635,85.79294796
ARG,2003,1.05071215123812e-05,3320.477751,87.51470222
ARG,2004,1.10463012131415e-05,4242.020991,88.89677037
ARG,2005,1.07448113612769e-05,5067.653423,89.75954216
ARG,2006,1.13736987538399e-05,5869.38029,90.12486855
ARG,2007,1.15957405150437e-05,7185.251551,90.23185282
ARG,2008,1.09361068042795e-05,8944.110266,90.22924072
ARG,2009,9.6838927078171e-06,8150.23527,90.26707448
ARG,2010,9.70968226798358e-06,10260.13131,90.4964628
ARG,2011,9.46441057965534e-06,12704.28318,91.03278376
ARG,2012,1.03922892521394e-05,12949.71749,91.78608045
ARG,2013,1.03947435628124e-05,12963.67577,92.60302097
ARG,2014,9.6257371832619e-06,12233.14441,93.33123308
ARG,2015,9.16065483064936e-06,13679.6265,93.81891153
ARG,2016,8.94305696635922e-06,12699.96231,94.10039092
ARG,2017,9.15553231019948e-06,14532.50093,94.3270295
ARG,2018,9.02705330180919e-06,11752.79989,94.52342836
ARG,2019,8.89878509472197e-06,9955.974787,94.7124553
ARG,2020,8.55451627297021e-06,8535.59938,94.78805239
ARM,2000,1.22315358107479e-06,593.4505817,28.44647785
ARM,2001,1.26713992153932e-06,659.5889885,29.62637466
ARM,2002,1.11985124070254e-06,742.6511183,31.16718781
ARM,2003,1.26070699135899e-06,882.0301677,32.8750913
ARM,2004,1.39723214003602e-06,1130.087914,34.55575435
ARM,2005,1.62398296465802e-06,1557.484589,36.01377512
ARM,2006,1.65610309871766e-06,2041.652671,37.34263916
ARM,2007,1.93483297933964e-06,2962.702346,38.71405641
ARM,2008,2.135110621619e-06,3777.668593,40.05877837
ARM,2009,1.76474233529028e-06,2820.592655,41.30679758
ARM,2010,1.7261232264845e-06,3041.344507,42.38697159
ARM,2011,1.92902671818752e-06,3349.553098,43.397991
ARM,2012,2.22281009225885e-06,3511.563997,44.42012597
ARM,2013,2.1379219060225e-06,3680.166922,45.36568311
ARM,2014,2.37756320923751e-06,3852.118006,46.1460757
ARM,2015,2.35768488317913e-06,3512.393503,46.67041744
ARM,2016,2.19653778030278e-06,3524.424769,47.07823794
ARM,2017,2.27740484661341e-06,3869.053739,47.50926417
ARM,2018,2.32815762883126e-06,4196.005623,47.88864899
ARM,2019,2.49407594936709e-06,4597.228874,48.14124052
ARM,2020,2.67121391186899e-06,4268.680933,48.24483431
AUS,2000,3.07898153546398e-05,21870.41597,113.3499978
AUS,2001,3.14846181012095e-05,19695.72974,112.9880216
AUS,2002,3.13225453842251e-05,20301.84317,112.5639685
AUS,2003,3.10194137267791e-05,23718.13385,112.118001
AUS,2004,3.06899880508041e-05,30836.73068,111.6908341
AUS,2005,3.16793895021441e-05,34479.76793,111.3234793
AUS,2006,3.17166729434688e-05,36595.70715,110.9112551
AUS,2007,3.19303903249252e-05,41051.61207,110.3970627
AUS,2008,3.0593120239497e-05,49701.28178,109.8965122
AUS,2009,3.02350908895694e-05,42816.5674,109.5288866
AUS,2010,2.93248924847096e-05,52144.66547,109.4140031
AUS,2011,2.81262320935734e-05,62605.60046,109.5400134
AUS,2012,2.70505178159159e-05,68072.87323,109.785676
AUS,2013,2.61002478842971e-05,68190.701,110.1003017
AUS,2014,2.54293399562424e-05,62544.08738,110.4363524
AUS,2015,2.43820256092597e-05,56739.02653,110.7476813
AUS,2016,2.27425908420879e-05,49888.04108,111.1713875
AUS,2017,2.23982892731745e-05,53901.71454,111.7565809
AUS,2018,2.23263205467812e-05,57196.42208,112.3233902
AUS,2019,2.1728631568261e-05,54972.70179,112.6896725
AUS,2020,2.0583457261593e-05,51791.54018,112.8566903
AUT,2000,8.33919361083713e-06,24487.29747,123.5785292
AUT,2001,8.56407494728183e-06,24430.49598,121.2188327
AUT,2002,9.37432604504082e-06,26334.86222,118.399444
AUT,2003,1.11644350996125e-05,32110.11597,115.3770911
AUT,2004,1.05480982177361e-05,36614.25065,112.4044653
AUT,2005,1.03666349896188e-05,38157.37023,109.730242
AUT,2006,1.07131147669853e-05,40382.20783,107.1589103
AUT,2007,1.02735258339866e-05,46622.96229,104.4626964
AUT,2008,1.03500260049395e-05,51581.39824,101.8449305
AUT,2009,9.60584889258153e-06,47857.44466,99.51166307
AUT,2010,1.01642704334264e-05,46611.13934,97.66172066
AUT,2011,9.87744593043341e-06,51116.89535,96.10494091
AUT,2012,9.51024740121312e-06,48250.40591,94.59178134
AUT,2013,9.6648715427197e-06,50305.35458,93.23577868
AUT,2014,9.18228774930508e-06,51314.97226,92.15070796
AUT,2015,9.23345820559064e-06,43915.22802,91.44847079
AUT,2016,9.21457699891995e-06,45061.49939,91.00546171
AUT,2017,9.34386851999746e-06,47163.74258,90.63779442
AUT,2018,8.9245758253388e-06,51194.07498,90.3562208
AUT,2019,9.08309984774638e-06,49885.99474,90.16351436
AUT,2020,8.50603979156798e-06,48716.40989,90.07902779
AZE,2000,4.54349824814253e-06,655.0972496,21.84119517
AZE,2001,4.43061445901963e-06,703.6709986,22.00272283
AZE,2002,4.38072920172052e-06,763.1088955,22.20262459
AZE,2003,4.68992361035207e-06,883.6925807,22.43775212
AZE,2004,4.65005718413291e-06,1045.013633,22.70380489
AZE,2005,4.94722856104435e-06,1578.36733,22.99746692
AZE,2006,5.10128409874419e-06,2472.957257,23.50900241
AZE,2007,5.09675690163495e-06,3851.330152,24.29645126
AZE,2008,5.50804482278568e-06,5574.468104,25.16180323
AZE,2009,4.76619445789055e-06,4950.39949,25.90380769
AZE,2010,4.59348077804083e-06,5843.533768,26.32036372
AZE,2011,4.79606527010224e-06,7189.818692,26.47180158
AZE,2012,5.06487672260887e-06,7495.865277,26.56948743
AZE,2013,5.13226306895516e-06,7875.345367,26.64254492
AZE,2014,5.25773305076969e-06,7890.840281,26.71819633
AZE,2015,5.18133829035579e-06,5500.503646,26.82539071
AZE,2016,5.09973957276488e-06,3880.685228,27.23469617
AZE,2017,5.0256174299396e-06,4147.198142,27.98547393
AZE,2018,5.05393937144025e-06,4739.794312,28.7635585
AZE,2019,5.28858772243361e-06,4805.753718,29.25769456
AZE,2020,5.08846569856836e-06,4229.910649,29.3500832
BHS,2000,-8.96E-06,24940.07751,11.67839054
BHS,2001,-8.85E-06,25371.92377,11.70419727
BHS,2002,-8.44E-06,26781.61959,11.71655577
BHS,2003,-9.17E-06,26429.12478,11.72033541
BHS,2004,-8.84E-06,26650.29342,11.7203906
BHS,2005,-8.77E-06,28602.41819,11.72156272
BHS,2006,-7.95E-06,29184.78651,11.7108547
BHS,2007,-7.20E-06,30051.84896,11.68103664
BHS,2008,-6.94E-06,29392.38244,11.645239
BHS,2009,-7.51E-06,27512.9131,11.61655638
BHS,2010,-6.99E-06,27473.10043,11.60796743
BHS,2011,-8.04E-06,27090.83768,11.60991829
BHS,2012,-7.52E-06,28552.02427,11.60764042
BHS,2013,-7.23E-06,27432.95343,11.6063908
BHS,2014,-7.05E-06,28705.61708,11.61140413
BHS,2015,-7.02E-06,30289.40225,11.62775711
BHS,2016,-6.64E-06,30266.58592,11.83702582
BHS,2017,-6.25E-06,31337.18325,12.28057317
BHS,2018,-5.78E-06,32124.40511,12.75295116
BHS,2019,-5.15E-06,32979.54013,13.04827817
BHS,2020,-5.98E-06,25155.67254,13.1406035
BHR,2000,5.89212054292624e-05,14214.48368,42.20955499
BHR,2001,5.83536463657314e-05,13573.23399,42.94465667
BHR,2002,5.36112014163616e-05,13501.47088,43.61308221
BHR,2003,4.9364762327064e-05,14486.0269,44.17614747
BHR,2004,4.57369488710651e-05,15963.94932,44.62059582
BHR,2005,4.62778824106514e-05,17966.16578,44.9389687
BHR,2006,4.45116948347813e-05,19267.28262,45.01431657
BHR,2007,4.22018772340866e-05,20908.40425,44.78067637
BHR,2008,4.2908628576814e-05,23299.49928,44.33882908
BHR,2009,4.06753138749931e-05,19465.31407,43.82807006
BHR,2010,3.92940255245441e-05,21819.32911,43.39638758
BHR,2011,4.07045070375391e-05,25032.78677,42.88094897
BHR,2012,4.33476927352675e-05,26438.67332,42.14917402
BHR,2013,4.54639396548491e-05,26989.76011,41.38024752
BHR,2014,4.47358892163321e-05,26451.79656,40.77011977
BHR,2015,4.30495898044401e-05,23734.05511,40.50616257
BHR,2016,4.15980322056351e-05,23800.00144,40.58223608
BHR,2017,3.93438615003771e-05,24784.76935,40.78594629
BHR,2018,3.9331484254779e-05,26324.40665,41.04286299
BHR,2019,4.2460687606318e-05,27259.74386,41.27426967
BHR,2020,4.29053989800327e-05,24342.84446,41.69900278
BGD,2000,1.08801558778735e-06,396.6707302,44.58987318
BGD,2001,1.11658415676937e-06,394.65641,43.49721559
BGD,2002,1.12763604050503e-06,393.8864223,42.39445266
BGD,2003,1.13370576767593e-06,426.7488075,41.3334037
BGD,2004,1.12489774172183e-06,455.6140169,40.36485626
BGD,2005,1.14973220682366e-06,480.0858508,39.53771687
BGD,2006,1.1714617681616e-06,490.3880265,38.80354698
BGD,2007,1.1915532150917e-06,537.9554928,38.09527346
BGD,2008,1.25021923506511e-06,613.062041,37.43403124
BGD,2009,1.27343720059811e-06,679.2114774,36.84158935
BGD,2010,1.31734619144018e-06,757.3852804,36.34010523
BGD,2011,1.33766235220593e-06,837.3369447,35.89247927
BGD,2012,1.35668512913395e-06,859.6805364,35.45505855
BGD,2013,1.36229721664639e-06,958.2629898,35.03959977
BGD,2014,1.39241413516541e-06,1094.461997,34.65856948
BGD,2015,1.43640691217484e-06,1224.386477,34.32450036
BGD,2016,1.46750988602015e-06,1649.283809,33.95485577
BGD,2017,1.52876558563291e-06,1811.082217,33.55227184
BGD,2018,1.54680528536692e-06,1965.243727,33.25590177
BGD,2019,1.55367505622887e-06,2129.79897,33.20496951
BGD,2020,1.51495245668102e-06,2248.850788,33.6566961
BRB,2000,3.03285851112137e-06,11674.67365,16.93247439
BRB,2001,2.8796799085453e-06,11639.51605,16.78865029
BRB,2002,2.96311158895771e-06,11760.45247,16.57684124
BRB,2003,3.05219432905906e-06,12075.9587,16.3388635
BRB,2004,3.01161998967445e-06,12886.36653,16.11719039
BRB,2005,3.04198640893765e-06,14214.42022,15.95484027
BRB,2006,3.16293953378123e-06,15619.6006,15.82443119
BRB,2007,3.02409247736723e-06,17235.43964,15.68001484
BRB,2008,3.50770404159669e-06,17565.693,15.53671311
BRB,2009,3.46194956278751e-06,16294.90995,15.40976585
BRB,2010,3.50817277823596e-06,18860.38337,15.31401094
BRB,2011,2.98617725131184e-06,19345.99531,15.23992301
BRB,2012,2.83095855390015e-06,19034.0708,15.172459
BRB,2013,3.1275097689662e-06,19308.00911,15.11802403
BRB,2014,2.89529653527239e-06,19277.94236,15.08304381
BRB,2015,3.07358686691279e-06,18954.29137,15.07383392
BRB,2016,3.26289887624375e-06,19065.80698,15.20597498
BRB,2017,2.93535019684407e-06,19692.76067,15.49779785
BRB,2018,3.13489674433848e-06,20055.91587,15.8099906
BRB,2019,3.4732421312414e-06,20583.72658,16.00348225
BRB,2020,2.87435480550093e-06,18347.11091,16.06288182
BLR,2000,4.54404530838379e-06,1276.280381,164.2174517
BLR,2001,4.5202476212788e-06,1244.373185,165.4934955
BLR,2002,4.69237998740668e-06,1479.380663,166.4218406
BLR,2003,5.06118917612363e-06,1819.526531,166.9788102
BLR,2004,5.24666330803258e-06,2378.337005,167.1541723
BLR,2005,5.08467841449351e-06,3126.071767,166.9314803
BLR,2006,5.13375222958558e-06,3848.223503,165.992264
BLR,2007,4.76717122236664e-06,4735.481076,164.3145389
BLR,2008,5.54501292770717e-06,6376.175692,162.2657876
BLR,2009,4.94125833821431e-06,5352.488092,160.2283823
BLR,2010,5.14098936337575e-06,6034.678852,158.5899133
BLR,2011,4.96923208791539e-06,6527.659343,157.0944234
BLR,2012,5.33902568013248e-06,6953.215917,155.2667532
BLR,2013,5.12647657666444e-06,7998.080205,153.1125919
BLR,2014,5.10578646485718e-06,8341.290143,150.6306942
BLR,2015,4.7912415036091e-06,5967.06856,147.8322186
BLR,2016,5.10233036400803e-06,5039.775609,142.5518904
BLR,2017,5.62494575265919e-06,5785.533977,134.657685
BLR,2018,5.67373872802485e-06,6360.053101,127.1957409
BLR,2019,5.90800740316259e-06,6837.768321,123.2286255
BLR,2020,5.36875881667625e-06,6542.86454,123.1632972
BEL,2000,1.45806511401049e-05,23098.88651,150.8122185
BEL,2001,1.45641064028145e-05,23015.07126,150.6652225
BEL,2002,1.3680774350768e-05,25006.1914,150.3005548
BEL,2003,1.39893253103059e-05,30655.20927,149.7397849
BEL,2004,1.38481722291915e-05,35429.40779,149.0155086
BEL,2005,1.34767593853273e-05,36809.70134,148.1479206
BEL,2006,1.3058537017307e-05,38705.1068,146.6461772
BEL,2007,1.27349633435915e-05,44319.16545,144.3651665
BEL,2008,1.28113861724955e-05,48303.39796,141.8315125
BEL,2009,1.20342040697845e-05,44923.34001,139.583775
BEL,2010,1.27717774886087e-05,44197.39367,138.1564544
BEL,2011,1.16746890634252e-05,47760.82988,137.4334661
BEL,2012,1.14356421737344e-05,44874.17092,136.8893246
BEL,2013,1.14509489617145e-05,46964.59468,136.4104922
BEL,2014,1.07947706930208e-05,47995.7787,135.8925772
BEL,2015,1.11557400634156e-05,40893.80454,135.2342219
BEL,2016,1.10203203093133e-05,41854.54983,133.9360836
BEL,2017,1.08112432372368e-05,44035.32394,132.0085322
BEL,2018,1.08046745906688e-05,47487.21004,130.1028645
BEL,2019,1.07166258449401e-05,46716.62275,128.8634418
BEL,2020,9.99815922272746e-06,45906.28758,128.514835
BLZ,2000,-3.05E-05,4729.670804,19.22948381
BLZ,2001,-2.46E-05,4721.816257,19.31905433
BLZ,2002,-3.40E-05,4861.743142,19.44039752
BLZ,2003,-4.29E-05,4962.08962,19.56191572
BLZ,2004,-3.99E-05,5156.098171,19.65193833
BLZ,2005,-3.83E-05,5272.744172,19.67897124
BLZ,2006,-3.65E-05,5527.167759,19.63838613
BLZ,2007,-3.21E-05,5765.281999,19.55944399
BLZ,2008,-3.09E-05,5713.281268,19.46149776
BLZ,2009,-2.97E-05,5401.229631,19.36440296
BLZ,2010,-2.35E-05,5451.138972,19.28821106
BLZ,2011,-2.23E-05,5582.221706,19.20561916
BLZ,2012,-2.11E-05,5709.689188,19.09514096
BLZ,2013,-1.95E-05,5950.202999,18.98582276
BLZ,2014,-1.83E-05,6128.142885,18.90690567
BLZ,2015,-1.54E-05,6154.495935,18.88730972
BLZ,2016,-1.13E-05,6142.498732,19.00377217
BLZ,2017,-1.63E-05,6072.582676,19.24819721
BLZ,2018,-1.61E-05,6031.281396,19.52223734
BLZ,2019,-1.58E-05,6190.047923,19.72715542
BLZ,2020,-1.57E-05,5227.193638,19.85844363
BEN,2000,4.51366930324073e-07,487.4241414,31.08158294
BEN,2001,5.81162340798507e-07,492.4014995,31.29056087
BEN,2002,6.92052792900355e-07,546.4638297,31.54394388
BEN,2003,7.83412758891303e-07,676.0028781,31.79440231
BEN,2004,8.63980731193929e-07,758.6958038,31.99893801
BEN,2005,8.30451034304659e-07,779.4377778,32.1036613
BEN,2006,1.00663250833233e-06,809.1470725,32.11371932
BEN,2007,1.11246755489102e-06,912.3382472,32.08288814
BEN,2008,1.1462793491356e-06,1060.602545,32.03081143
BEN,2009,1.22085220102208e-06,1024.102779,31.98131312
BEN,2010,6.98709995341661e-07,973.2442545,31.95326889
BEN,2011,7.9084586376963e-07,1059.413589,31.93069746
BEN,2012,7.35136771678466e-07,1071.525836,31.89575732
BEN,2013,8.23675107859549e-07,1168.926993,31.86017693
BEN,2014,8.12420376275476e-07,1204.399187,31.83751086
BEN,2015,8.48839959505949e-07,1002.418869,31.84076892
BEN,2016,9.69871195046061e-07,1010.533896,31.89036699
BEN,2017,9.70433014556744e-07,1054.974081,31.99601719
BEN,2018,1.06497863622815e-06,1151.74097,32.14758005
BEN,2019,1.03778221549798e-06,1130.821353,32.33912781
BEN,2020,1.04765286508537e-06,1197.501364,32.94977998
BTN,2000,-9.32E-06,771.9249114,31.88697191
BTN,2001,-1.01E-05,812.2382108,31.49840879
BTN,2002,-1.06E-05,895.7994899,31.09331302
BTN,2003,-1.12E-05,1022.382403,30.70428582
BTN,2004,-1.12E-05,1130.359346,30.36418958
BTN,2005,-1.03E-05,1299.949386,30.10676463
BTN,2006,-8.93E-06,1405.607162,29.92951703
BTN,2007,-5.55E-06,1850.415704,29.80086941
BTN,2008,-9.39E-06,1919.597749,29.71317274
BTN,2009,-9.51E-06,1918.395992,29.661705
BTN,2010,-8.76E-06,2435.579807,29.64100017
BTN,2011,-8.23E-06,2787.979677,29.62309952
BTN,2012,-8.28E-06,2751.212887,29.5970687
BTN,2013,-8.01E-06,2679.952172,29.58628876
BTN,2014,-5.31E-06,2849.499987,29.61472522
BTN,2015,-7.28E-06,2954.04082,29.70258769
BTN,2016,-7.00E-06,3152.309051,30.25338982
BTN,2017,-6.73E-06,3435.288048,31.35899282
BTN,2018,-6.33E-06,3400.204172,32.57318966
BTN,2019,-6.08E-06,3576.879871,33.44815651
BTN,2020,-6.38E-06,3191.66907,33.99488145
BOL,2000,8.14378865034859e-06,975.7770604,21.40962908
BOL,2001,7.83520718550177e-06,930.1682272,21.46981309
BOL,2002,7.83919293106848e-06,888.221329,21.5210244
BOL,2003,7.81374921276807e-06,893.0137602,21.55639415
BOL,2004,7.83162237335711e-06,953.1918932,21.56848689
BOL,2005,7.76092395975794e-06,1020.123262,21.54945184
BOL,2006,7.73943572406114e-06,1202.711504,21.46752818
BOL,2007,8.09263098340278e-06,1354.549059,21.31770653
BOL,2008,7.34020325945212e-06,1692.672485,21.1329758
BOL,2009,7.35875362846967e-06,1731.181721,20.94572445
BOL,2010,7.56835483378338e-06,1929.783731,20.78819103
BOL,2011,7.52121306465626e-06,2315.521219,20.64766669
BOL,2012,7.56811151060494e-06,2575.598571,20.50030936
BOL,2013,7.61870135083118e-06,2870.02377,20.36133103
BOL,2014,7.59656657898948e-06,3041.435031,20.24619504
BOL,2015,7.56969887073689e-06,2996.012898,20.17047353
BOL,2016,7.61420820356314e-06,3035.873478,20.13884397
BOL,2017,7.55978159451728e-06,3306.303012,20.1405407
BOL,2018,7.50881445570736e-06,3500.726422,20.16729756
BOL,2019,7.48143365320965e-06,3503.896011,20.2110897
BOL,2020,7.12169690357362e-06,3099.94219,20.4093934
BIH,2000,3.02230579519882e-06,1338.480596,63.50475618
BIH,2001,2.9018016297885e-06,1387.893651,63.41173036
BIH,2002,3.75343660294336e-06,1606.546722,62.83435981
BIH,2003,3.7972508467705e-06,2033.947009,62.07225767
BIH,2004,3.63659678236131e-06,2452.686168,61.42562303
BIH,2005,3.83225358861836e-06,2739.610769,61.19194616
BIH,2006,4.47809056346708e-06,3166.128653,61.37335267
BIH,2007,4.70927068757251e-06,3931.489487,61.71698233
BIH,2008,5.22101843576664e-06,4841.693119,62.12487941
BIH,2009,5.10112134819529e-06,4539.918638,62.45906827
BIH,2010,5.94300574686105e-06,4506.478285,62.58477159
BIH,2011,6.87370082511135e-06,4982.693758,62.43664738
BIH,2012,5.98523805670289e-06,4693.788991,62.10795561
BIH,2013,6.42168525550292e-06,5034.56616,61.7302106
BIH,2014,6.02132668916237e-06,5206.065583,61.42482581
BIH,2015,6.08803478487248e-06,4662.258837,61.31304139
BIH,2016,7.14908682773957e-06,4928.566525,61.67516179
BIH,2017,7.41725246027482e-06,5345.019855,62.48380366
BIH,2018,7.62739887806318e-06,6047.845843,63.40386608
BIH,2019,7.2119450024854e-06,6122.375345,64.09936199
BIH,2020,7.28834688297601e-06,6130.311332,64.47610426
BWA,2000,4.61707589565168e-06,3450.811806,73.94336112
BWA,2001,4.18465951897324e-06,3206.071237,74.27674603
BWA,2002,3.85720008963968e-06,3117.250872,74.58208421
BWA,2003,3.6602287727455e-06,4230.123269,74.82772033
BWA,2004,3.56479221933369e-06,4956.692877,74.98422293
BWA,2005,3.85835574878103e-06,5391.070766,75.02020304
BWA,2006,3.68553802688267e-06,5291.583791,74.63932787
BWA,2007,3.73681261154635e-06,5529.125746,73.76281514
BWA,2008,3.80759703995446e-06,5503.073953,72.67390376
BWA,2009,3.63701120173931e-06,5082.933883,71.656855
BWA,2010,3.4850040160129e-06,6215.732161,70.99570982
BWA,2011,3.61185125884058e-06,7287.382953,70.65261742
BWA,2012,3.1555280072199e-06,6595.53845,70.40540109
BWA,2013,4.0205411172701e-06,6666.912196,70.26064189
BWA,2014,4.49562716040743e-06,7122.364234,70.2261952
BWA,2015,4.63383339241211e-06,6141.203947,70.30948936
BWA,2016,4.1735726533666e-06,6749.059943,70.56073026
BWA,2017,4.23942327926319e-06,7104.964011,70.95979142
BWA,2018,4.61589785054505e-06,7407.959401,71.41166569
BWA,2019,4.00886246329998e-06,7172.089565,71.82346234
BWA,2020,3.24769410632936e-06,6323.314192,72.84556908
BRA,2000,1.15472746708303e-05,3766.548115,19.09922916
BRA,2001,1.11747490458134e-05,3176.289357,18.86175399
BRA,2002,1.22845910391306e-05,2855.940189,18.60416907
BRA,2003,1.80659037695198e-05,3090.60701,18.34198085
BRA,2004,1.91516160466342e-05,3663.823188,18.09079505
BRA,2005,1.35642441848487e-05,4827.781731,17.86686787
BRA,2006,1.16017297885201e-05,5934.144711,17.61519148
BRA,2007,9.77011049240868e-06,7409.691307,17.30928288
BRA,2008,1.03770021387391e-05,8908.331766,17.00894399
