Country.Code,Years,PM2.5.Exposure,GDP,SelfHarm.inc.rate
CAN,2014,7.380929883,50960.84312,181.1302224
CAN,2015,7.115761831,43594.1941,181.613491
CAN,2016,6.406751551,42314.06158,182.6216282
CAN,2017,7.044920253,45129.62812,184.164064
CAN,2018,7.091751113,46539.17616,185.658622
CAN,2019,6.226801693,46352.86934,186.5254017
CAN,2020,6.565669944,43537.8393,186.5029248
CAF,1990,32.83474669,501.6562006,40.72951866
CAF,1991,32.72071409,464.8282836,40.88290293
CAF,1992,32.64829268,461.5873035,40.99145552
CAF,1993,32.60966493,404.9545469,41.06260588
CAF,1994,32.59701333,261.2603974,41.1020483
CAF,1995,32.60252036,333.1458632,41.11358916
CAF,1996,32.76640766,293.3065753,41.0442185
CAF,1997,33.1400609,265.5212824,40.87822632
CAF,1998,33.58240863,266.5705446,40.66859654
CAF,1999,33.95237941,267.995954,40.46907439
CAF,2000,34.10890181,239.1541337,40.33093716
CAF,2001,33.93057269,237.9517025,40.23092973
CAF,2002,33.50162558,248.639291,40.11904251
CAF,2003,32.989444,278.4039922,40.00600549
CAF,2004,32.56141147,303.4613212,39.89986965
CAF,2005,32.38491152,311.9500231,39.80501226
CAF,2006,32.42908325,333.9425199,39.66092411
CAF,2007,32.54653419,380.8870488,39.4346298
CAF,2008,32.72985047,437.2482747,39.17427568
CAF,2009,32.97161826,456.4716739,38.9282926
CAF,2010,33.2644237,476.873787,38.74250439
CAF,2011,34.73876755,534.0572815,38.57136823
CAF,2012,36.12711803,544.3958491,38.36450148
CAF,2013,33.66423378,364.3669626,38.15613024
CAF,2014,31.91562444,409.850486,37.97657583
CAF,2015,38.59993767,366.3228539,37.87397392
CAF,2016,34.41081479,387.1762034,37.86315982
CAF,2017,33.88538316,432.3240257,37.90056539
CAF,2018,31.97409776,455.2439629,37.96630417
CAF,2019,34.91437601,449.2284676,38.05196617
CAF,2020,34.43341845,462.8790713,38.46697062
TCD,1990,55.27760351,290.5990453,26.84795153
TCD,1991,53.40545797,302.4872684,27.12591482
TCD,1992,52.01681912,290.6482861,27.41440137
TCD,1993,51.0729421,220.7299649,27.70684187
TCD,1994,50.53508203,173.9288951,27.99140307
TCD,1995,50.36449403,203.9648527,28.27035782
TCD,1996,51.0489456,216.9125411,28.57134818
TCD,1997,52.68102262,201.384077,28.91749721
TCD,1998,54.62920779,219.7795309,29.29243955
TCD,1999,56.26198382,186.6385311,29.67906873
TCD,2000,56.9478334,163.1216637,30.06405105
TCD,2001,56.7977695,194.3229533,30.54380362
TCD,2002,56.41189481,219.061392,31.14099306
TCD,2003,55.89232661,289.0876211,31.7343022
TCD,2004,55.34118221,445.8507672,32.20527514
TCD,2005,54.86057888,643.8079293,32.42464207
TCD,2006,54.36682771,693.8545918,32.4419887
TCD,2007,53.78384875,780.581406,32.40135004
TCD,2008,53.22517282,905.6784319,32.33096068
TCD,2009,52.80433074,781.143474,32.26146372
TCD,2010,52.6348533,866.4396809,32.21827588
TCD,2011,54.15042277,954.3168729,32.19336679
TCD,2012,57.12047419,936.141445,32.16114513
TCD,2013,50.22566071,946.1295831,32.12669277
TCD,2014,46.80527884,982.5275631,32.09277757
TCD,2015,64.38275048,747.5884485,32.07208675
TCD,2016,58.38595025,668.0786361,32.02983611
TCD,2017,56.25062147,640.1170485,31.960854
TCD,2018,54.38081735,695.6423937,31.90833259
TCD,2019,51.86735771,678.1420357,31.91163552
TCD,2020,49.13884841,622.0955434,32.34893704
CHL,1990,27.01595942,2466.130142,107.5835606
CHL,1991,26.82192276,2770.079646,107.2438044
CHL,1992,26.69619925,3309.399239,106.8288328
CHL,1993,26.62773296,3494.994609,106.3336891
CHL,1994,26.60546796,3981.390189,105.7597322
CHL,1995,26.61834829,5055.614062,105.1088124
CHL,1996,26.80485645,5333.504387,104.1419964
CHL,1997,27.20355414,5741.95843,102.8287631
CHL,1998,27.65350431,5419.824173,101.4839252
CHL,1999,27.99376991,4933.555815,100.4204718
CHL,2000,28.06341387,5052.992458,99.95356014
CHL,2001,27.87502477,4563.595299,100.3947342
CHL,2002,27.56663367,4430.847412,101.5378987
CHL,2003,27.16546725,4773.401775,102.9242579
CHL,2004,26.69875218,6120.591521,104.0852314
CHL,2005,26.19371515,7480.32331,104.5540208
CHL,2006,25.43132188,9318.656553,104.5165907
CHL,2007,24.35825346,10346.41382,104.4759678
CHL,2008,23.25030965,10683.21888,104.4421412
CHL,2009,22.38329021,10098.80172,104.4215889
CHL,2010,22.03299489,12632.87047,104.4213714
CHL,2011,22.8717892,14487.39278,104.5203216
CHL,2012,21.91471808,15241.907,104.7252079
CHL,2013,23.76250281,15683.54864,104.9355241
CHL,2014,23.03175377,14529.67672,105.0506937
CHL,2015,24.27822981,13433.9203,104.9695818
CHL,2016,24.22184248,13649.85205,103.9302147
CHL,2017,23.41160413,14879.90862,101.8978927
CHL,2018,23.05121303,15659.48087,99.86211053
CHL,2019,22.73239277,14495.71672,98.81537469
CHL,2020,23.2750668,13114.81547,99.37395834
CHN,1990,49.29828357,317.884673,115.55788
CHN,1991,49.06723255,333.1421454,114.7318417
CHN,1992,48.89242284,366.4606923,113.6313161
CHN,1993,48.79136924,377.3898395,112.3273713
CHN,1994,48.78158654,473.4899164,110.8711084
CHN,1995,48.88058953,609.6043379,109.3223784
CHN,1996,49.08138047,709.4158882,106.9584917
CHN,1997,49.34862559,781.7425612,103.3707006
CHN,1998,49.6573356,828.594691,99.11519022
CHN,1999,49.98252123,873.2923363,94.73921425
CHN,2000,50.29919318,959.3604314,90.80391719
CHN,2001,50.62804896,1053.112314,86.95826741
CHN,2002,50.9679257,1148.514257,82.72945164
CHN,2003,51.26104362,1288.637491,78.51344721
CHN,2004,51.44962297,1508.667916,74.70128881
CHN,2005,51.47588394,1753.414192,71.68364178
CHN,2006,50.96967057,2099.21943,69.25783375
CHN,2007,49.88626029,2693.958732,67.00020108
CHN,2008,48.6560235,3468.327063,64.97981831
CHN,2009,47.70933061,3832.227457,63.25970628
CHN,2010,47.47655199,4550.473944,61.8969932
CHN,2011,51.3499437,5614.386022,60.61447329
CHN,2012,48.12072511,6300.58218,59.182512
CHN,2013,58.46622156,7020.386074,57.73180844
CHN,2014,54.5688343,7636.07434,56.38576659
CHN,2015,50.83253796,8016.445595,55.26487832
CHN,2016,46.83246825,8094.390167,54.16432891
CHN,2017,45.83693362,8817.045608,52.99069138
CHN,2018,40.26638752,9905.406383,52.02401014
CHN,2019,37.54757537,10143.86022,51.53624776
CHN,2020,34.81052372,10408.71955,52.3927231
COL,1990,26.47487559,1474.845529,16.38498897
COL,1991,26.30133928,1499.711042,16.92141021
COL,1992,26.14064108,1729.663973,17.46533145
COL,1993,25.98950815,1930.059765,18.01114673
COL,1994,25.84466763,2325.975573,18.55365305
COL,1995,25.70284667,2583.349914,19.08746534
COL,1996,25.62394775,2664.456256,19.67724826
COL,1997,25.62226732,2873.200188,20.33777171
COL,1998,25.62612348,2605.999381,20.98933948
COL,1999,25.56383434,2243.64205,21.55250581
COL,2000,25.36371802,2555.00751,21.94681887
COL,2001,24.82457791,2472.99084,22.20645329
COL,2002,23.92935361,2428.929698,22.42086695
COL,2003,22.88256755,2311.942188,22.59323581
COL,2004,21.88874213,2818.571954,22.72620189
COL,2005,21.15239976,3456.066109,22.82228983
COL,2006,20.60039193,3789.853612,22.86810348
COL,2007,20.06416392,4769.926147,22.86357508
COL,2008,19.60512884,5541.836297,22.83059194
COL,2009,19.2846998,5250.972924,22.79034858
COL,2010,19.16428992,6398.295845,22.76441564
COL,2011,20.55183771,7400.99407,22.75855882
COL,2012,18.14308603,8108.598382,22.75758167
COL,2013,18.92824886,8279.102556,22.75165588
COL,2014,18.33821148,8187.208249,22.73129448
COL,2015,17.60797874,6248.514905,22.68640584
COL,2016,17.31221549,5959.842504,22.59012617
COL,2017,17.25285225,6479.532313,22.45984125
COL,2018,16.04928757,6816.968183,22.35278391
COL,2019,14.5158658,6472.545449,22.3253186
COL,2020,14.18325149,5339.687114,22.57163826
COM,1990,10.55434224,966.3203846,26.64215809
COM,1991,10.4570577,930.9695614,26.64645901
COM,1992,10.39854434,983.3925336,26.62117212
COM,1993,10.36917149,956.0875758,26.57080273
COM,1994,10.35930848,662.0231887,26.49795836
COM,1995,10.35932463,812.2159968,26.40508511
COM,1996,10.54178316,793.5248472,26.26569357
COM,1997,10.97478316,717.727665,26.06324644
COM,1998,11.49199786,716.4322401,25.82456552
COM,1999,11.92710046,727.2583601,25.57592041
COM,2000,12.11376415,655.0077967,25.34351767
COM,2001,12.10936373,691.6999088,25.04041088
COM,2002,12.08579025,762.1169303,24.62507307
COM,2003,12.04849141,959.7878945,24.19856938
COM,2004,12.00291486,1091.272164,23.86105223
COM,2005,11.95450827,1103.206585,23.71337667
COM,2006,11.86286004,1154.904223,23.74838703
COM,2007,11.71373815,1289.736311,23.86372138
COM,2008,11.55185965,1455.027686,24.0129829
COM,2009,11.42194161,1410.30517,24.15073436
COM,2010,11.36870108,1386.574243,24.23031882
COM,2011,12.34368037,1531.437894,24.21881613
COM,2012,11.63964717,1490.315114,24.14837653
COM,2013,12.26758906,1603.327971,24.06747487
COM,2014,11.39615929,1615.717237,24.02549098
COM,2015,11.90892803,1329.370482,24.0713645
COM,2016,12.20417485,1365.484034,24.56211903
COM,2017,10.85987786,1423.924803,25.54473478
COM,2018,11.62829076,1540.711323,26.60857379
COM,2019,10.41272005,1519.263864,27.34231746
COM,2020,11.93327241,1527.16991,27.72790717
COD,1990,24.5776348,254.8726563,29.9396386
COD,1991,24.79675674,239.6247728,30.08363631
COD,1992,25.00146655,209.1882526,30.19282941
COD,1993,25.18345311,263.3732745,30.26808128
COD,1994,25.33440529,136.5425725,30.31045187
COD,1995,25.44601194,127.0080787,30.31948149
COD,1996,25.53427617,127.4160884,30.2761266
COD,1997,25.62061116,132.3235611,30.17335493
COD,1998,25.70482089,131.4613484,30.03864882
COD,1999,25.78670939,96.31922435,29.89853648
COD,2000,25.86608064,377.9254215,29.78255289
COD,2001,26.01607604,142.6781426,29.65750157
COD,2002,26.25963397,162.3805291,29.50132057
COD,2003,26.52125399,161.4915535,29.34281557
COD,2004,26.72543563,180.664765,29.21073404
COD,2005,26.79667843,203.5616689,29.13556486
COD,2006,26.70376288,238.4176394,29.11387666
COD,2007,26.51171416,267.8885088,29.12407285
COD,2008,26.2893989,307.3196386,29.15526186
COD,2009,26.10568371,280.7980515,29.19674051
COD,2010,26.02943522,314.5385863,29.24013892
COD,2011,26.60053389,364.7141918,29.29023523
COD,2012,26.70774842,400.0599018,29.36722703
COD,2013,26.11667673,431.1915282,29.4701764
COD,2014,26.90586819,458.0045418,29.59814007
COD,2015,28.46187088,467.9145805,29.75135586
COD,2016,26.75502951,442.3104721,29.97587133
COD,2017,26.844658,436.5845347,30.2870222
COD,2018,26.72277431,528.2560198,30.63016955
COD,2019,26.33793289,557.0441613,30.95087293
COD,2020,26.64948332,507.5212301,31.44495618
COG,1990,24.22280694,1175.667091,43.12718207
COG,1991,24.3801773,1112.535212,43.18510494
COG,1992,24.56142918,1164.22443,43.16276718
COG,1993,24.75980118,1034.372008,43.07128529
COG,1994,24.96853192,661.9042737,42.92375278
COG,1995,25.18086002,769.6067948,42.73295661
COG,1996,25.45047867,898.7940502,42.36045236
COG,1997,25.80321142,804.3040501,41.73529405
COG,1998,26.19049235,660.3797751,40.98599547
COG,1999,26.56375554,776.4163497,40.24915219
COG,2000,26.87443508,1024.301591,39.64668885
COG,2001,27.18841109,854.5983144,39.13276253
COG,2002,27.5563371,905.5381355,38.60169353
COG,2003,27.90680737,1016.823634,38.07921902
COG,2004,28.16841612,1306.101363,37.59434058
COG,2005,28.26975761,1799.051584,37.17575844
COG,2006,28.14079494,2103.582138,36.74327325
COG,2007,27.83685082,2206.471019,36.24774531
COG,2008,27.47455888,2832.091778,35.75297409
COG,2009,27.17055273,2271.152192,35.324365
COG,2010,27.041466,2946.557981,35.02734939
COG,2011,27.85799914,3396.165058,34.81466843
COG,2012,28.54475823,3732.327373,34.61004513
COG,2013,28.12029144,3697.417059,34.42891917
COG,2014,27.80599592,3601.236581,34.28511685
COG,2015,30.5591063,2439.351894,34.19329168
COG,2016,28.21607872,2093.107286,34.1692988
COG,2017,28.5831068,2211.633099,34.21520265
COG,2018,27.96446623,2694.434132,34.32798267
COG,2019,28.74841721,2488.424667,34.50290707
COG,2020,28.57374995,1993.586672,35.12900275
CRI,1990,20.71916317,1829.668709,21.98446025
CRI,1991,20.50900923,2253.381915,22.02198248
CRI,1992,20.34882462,2612.387565,22.09113113
CRI,1993,20.23625541,2840.387065,22.18788599
CRI,1994,20.16894769,3039.563286,22.30806738
CRI,1995,20.14454755,3275.252564,22.44735157
CRI,1996,20.28421684,3226.963956,22.6580056
CRI,1997,20.61762563,3407.776129,22.95656712
CRI,1998,21.00518233,3617.457567,23.28457101
CRI,1999,21.30729536,3690.961548,23.58357801
CRI,2000,21.38437311,3812.753883,23.79504546
CRI,2001,21.25036222,3985.129845,23.94922263
CRI,2002,21.02862425,4067.718514,24.1071976
CRI,2003,20.74369003,4173.148564,24.25671972
CRI,2004,20.42009043,4431.011721,24.38583913
CRI,2005,20.08235626,4703.007218,24.48298922
CRI,2006,19.60908454,5256.596409,24.55468632
CRI,2007,18.96732435,6137.711999,24.61789915
CRI,2008,18.31428459,6937.242616,24.67703271
CRI,2009,17.8071742,6832.698299,24.73652641
CRI,2010,17.60320209,8265.788203,24.80047021
CRI,2011,19.42518367,9276.391075,24.88011875
CRI,2012,17.93692329,10126.9991,24.97982926
CRI,2013,18.49015893,10803.2402,25.09328134
CRI,2014,17.553961,10911.49788,25.21428965
CRI,2015,17.66361551,11714.7106,25.33676574
CRI,2016,16.89735629,12091.03016,25.45806404
CRI,2017,17.16587534,12317.09028,25.57838921
CRI,2018,15.13074363,12590.24938,25.69480957
CRI,2019,13.37664409,12884.686,25.80447291
CRI,2020,14.30757125,12394.0494,26.00908775
CIV,1990,50.62186065,885.6478422,33.66640419
CIV,1991,47.31994038,827.2418892,33.91193615
CIV,1992,44.84185227,844.9022238,34.14673302
CIV,1993,43.13585279,804.1496572,34.35704127
CIV,1994,42.15019836,581.8884686,34.53136495
CIV,1995,41.83314546,740.4730999,34.65488207
CIV,1996,42.97279274,1170.23622,34.76835271
CIV,1997,45.69041317,1124.656749,34.90840987
CIV,1998,48.93402466,1177.371338,35.05695187
CIV,1999,51.6516451,1096.135206,35.19581311
CIV,2000,52.79129238,936.6365413,35.3056636
CIV,2001,52.44920162,924.727295,35.41446748
CIV,2002,51.56637072,967.8158644,35.54698102
CIV,2003,50.35796177,1111.171351,35.6800723
CIV,2004,49.03913686,1199.825245,35.79043859
CIV,2005,47.82505806,1197.74617,35.8550625
CIV,2006,46.47958448,1230.430568,35.87210294
CIV,2007,44.84742896,1367.538177,35.85811117
CIV,2008,43.26503422,1583.970667,35.81748743
CIV,2009,42.06884297,1540.453936,35.75468619
CIV,2010,41.59529794,1553.54887,35.67508314
CIV,2011,49.54970207,1596.628266,35.51602002
CIV,2012,51.35588903,1546.946018,35.25927718
CIV,2013,40.06595637,1786.15862,34.97782144
CIV,2014,38.93233491,1991.365394,34.74588016
CIV,2015,61.95460978,1814.718551,34.63778175
CIV,2016,55.65398553,1862.595971,34.73985167
CIV,2017,50.66544217,1964.299303,35.0298454
CIV,2018,50.8958061,2130.866194,35.41914953
CIV,2019,44.33242667,2141.768362,35.8193131
CIV,2020,49.49778273,2179.729348,36.55258789
HRV,1990,24.89057849,5369.109786,122.3103662
HRV,1991,24.76079503,4000.916774,121.8888397
HRV,1992,24.60660857,2321.152041,121.2894457
HRV,1993,24.43103146,2447.503191,120.5421799
HRV,1994,24.23707609,3237.926463,119.6692627
HRV,1995,24.02775481,4929.057722,118.6972686
HRV,1996,23.71919601,5299.641054,117.5109879
HRV,1997,23.30446208,5331.023439,116.032909
HRV,1998,22.9019664,5712.589857,114.3576932
HRV,1999,22.63012233,5269.033946,112.5707027
HRV,2000,22.60734325,4953.651588,110.760992
HRV,2001,22.92271001,5364.838247,108.4687135
HRV,2002,23.47050606,6219.581641,105.4760226
HRV,2003,24.0769486,8190.111352,102.2474262
HRV,2004,24.56825483,9718.973228,99.24468666
HRV,2005,24.77064198,10443.52784,96.92648622
HRV,2006,24.43590678,11502.75312,95.16077796
HRV,2007,23.63769207,13757.60565,93.51842414
HRV,2008,22.6849842,15889.43471,92.00039133
HRV,2009,21.8867695,14475.96329,90.61575787
HRV,2010,21.5520343,13731.28652,89.36861331
HRV,2011,23.6135683,14694.99932,88.05948004
HRV,2012,20.91953659,13508.6837,86.59472249
HRV,2013,20.26404131,14136.39677,85.13487905
HRV,2014,19.82894091,14187.96945,83.84824958
HRV,2015,20.17187104,12285.30326,82.90069023
HRV,2016,18.17783133,12821.17381,82.11686916
HRV,2017,18.7613906,13902.63105,81.31113403
HRV,2018,20.00144978,15460.41833,80.65415668
HRV,2019,15.91485399,15563.81674,80.32203744
HRV,2020,16.1208593,14808.46202,80.27597759
CUB,1990,20.92157155,2694.31698,77.04380802
CUB,1991,20.64558934,2268.834932,76.70386098
CUB,1992,20.43088197,2047.679003,76.10136379
CUB,1993,20.27809423,2063.203663,75.28871639
CUB,1994,20.18787091,2613.289719,74.31752693
CUB,1995,20.1608568,2785.24443,73.23764525
CUB,1996,20.29433152,2282.188093,71.7388902
CUB,1997,20.604977,2306.424834,69.62492604
CUB,1998,20.97254149,2332.306561,67.11521306
CUB,1999,21.27677326,2561.779804,64.42704787
CUB,2000,21.39742057,2751.381771,61.77831668
CUB,2001,21.20630854,2842.967043,58.92819096
CUB,2002,20.75606115,3005.211042,55.68818918
CUB,2003,20.19762491,3202.781099,52.35701212
CUB,2004,19.68194634,3399.219629,49.23142514
CUB,2005,19.35997194,3786.337992,46.61012812
CUB,2006,19.19549163,4329.98266,44.29039072
CUB,2007,19.0582325,4807.43889,41.99175635
CUB,2008,18.95804684,4986.124365,39.89356299
CUB,2009,18.90478694,5089.235198,38.17556642
CUB,2010,18.90830509,5272.267558,37.01727318
CUB,2011,19.67207389,6104.461052,36.22474895
CUB,2012,19.62763655,6470.836734,35.51760843
CUB,2013,19.91134939,6828.364282,34.94396601
CUB,2014,20.76206027,7146.704591,34.55225559
CUB,2015,21.40051655,7727.919972,34.39094829
CUB,2016,19.74760389,8110.55874,34.4762067
CUB,2017,20.13278651,8610.608295,34.71784404
CUB,2018,20.91536648,8911.46206,35.0044464
CUB,2019,20.34311224,9232.261159,35.22466631
CUB,2020,21.23672428,9605.261251,35.39664301
CYP,1990,19.49737906,9641.575195,44.28726239
CYP,1991,19.9045162,9696.099609,44.32090397
CYP,1992,20.2539222,11310.07227,44.36022648
CYP,1993,20.54317034,10526.1416,44.39902669
CYP,1994,20.76983393,11617.69238,44.43131751
CYP,1995,20.93148623,15261.41699,44.45145144
CYP,1996,20.96692337,15139.2207,44.50113426
CYP,1997,20.85881418,14234.24121,44.60121032
CYP,1998,20.67054109,15092.82813,44.71454767
CYP,1999,20.46548652,15287.91797,44.80320304
CYP,2000,20.30703288,14388.35254,44.82910555
CYP,2001,20.18140931,14821.44922,44.83798209
CYP,2002,20.03596158,16093.21582,44.88298028
CYP,2003,19.87574701,20252.24609,44.93875711
CYP,2004,19.70582297,23792.61914,44.98068697
CYP,2005,19.53124678,24959.26172,44.98535813
CYP,2006,19.32343618,26729.28125,44.95115313
CYP,2007,19.07761312,31244.87891,44.88814413
CYP,2008,18.83454122,35397.29688,44.79140529
CYP,2009,18.63498412,32236.44922,44.65597497
CYP,2010,18.51970543,31105.02734,44.47720784
CYP,2011,18.48750179,32485.79688,44.17269183
CYP,2012,16.87664944,28991.93555,43.74454138
CYP,2013,16.24066749,27797.45703,43.31543381
CYP,2014,16.11148336,27244.35156,43.00768126
CYP,2015,16.91221478,23487.22852,42.9430087
CYP,2016,14.48133425,24715.1543,43.21767871
CYP,2017,15.10712261,26696.99023,43.70655733
CYP,2018,15.24949999,29599.98633,44.19891545
CYP,2019,15.00666147,29703.05273,44.48482324
CYP,2020,13.50870189,28649.01563,44.40967447
CZE,1990,25.72029703,3969.367335,108.7253762
CZE,1991,25.53405465,2917.086555,110.5342105
CZE,1992,25.26156481,3396.709724,111.9682322
CZE,1993,24.91803115,3984.146344,113.0178083
CZE,1994,24.51865734,4663.286653,113.6715012
CZE,1995,24.07864699,5865.294606,113.9185932
CZE,1996,23.4020539,6573.196431,113.3602142
CZE,1997,22.45060148,6069.387624,111.901785
CZE,1998,21.47599781,6526.596358,109.9941446
CZE,1999,20.729951,6377.621108,108.0844753
CZE,2000,20.46416915,6062.921528,106.62044
CZE,2001,20.69390256,6669.074948,105.5826142
CZE,2002,21.15748509,8101.260186,104.6433001
CZE,2003,21.69125023,9852.456779,103.7903179
CZE,2004,22.13153143,11782.55467,103.0090836
CZE,2005,22.31466217,13442.49163,102.2882202
CZE,2006,22.16830993,15259.07882,101.491878
CZE,2007,21.81930174,18452.65328,100.5438035
CZE,2008,21.40271035,22774.70451,99.528808
CZE,2009,21.05360852,19817.42158,98.53907719
CZE,2010,20.90706902,20160.43551,97.66542966
CZE,2011,21.01411848,22049.10808,96.82503637
CZE,2012,19.28828088,20014.0354,95.91341459
CZE,2013,18.93363849,20260.4955,94.99644328
CZE,2014,18.36174831,20038.41632,94.14175775
CZE,2015,17.81281111,17931.59877,93.41947045
CZE,2016,16.99289917,18753.96867,92.63980153
CZE,2017,16.94327843,20913.19763,91.72467708
CZE,2018,17.34674382,23705.93298,90.90297671
CZE,2019,14.2336874,24062.719,90.40192086
CZE,2020,14.11107114,23472.89155,90.2967836
DNK,1990,18.39263452,26885.69942,139.136638
DNK,1991,18.00910104,27002.80577,137.4733521
DNK,1992,17.64471843,29579.49136,135.2619882
DNK,1993,17.29941493,27581.72411,132.6060157
DNK,1994,16.97311877,29967.83039,129.6086858
DNK,1995,16.66575819,35321.09808,126.3653385
DNK,1996,16.40278461,35621.98781,122.1938912
DNK,1997,16.19361835,32779.87905,116.8319358
DNK,1998,16.01414095,33346.48843,110.9631249
DNK,1999,15.84023395,33426.23811,105.286811
DNK,2000,15.64777889,30722.02518,100.4907056
DNK,2001,15.39541236,30768.47755,96.33459463
DNK,2002,15.08175255,33257.16226,92.24973271
DNK,2003,14.7426534,40519.09749,88.42081414
DNK,2004,14.41396883,46625.0501,85.04311652
DNK,2005,14.1315528,48925.80767,82.30709974
DNK,2006,13.86452435,52119.1788,79.97357145
DNK,2007,13.58544206,58631.65664,77.73421482
DNK,2008,13.33531922,64616.66576,75.68116784
DNK,2009,13.15516912,58412.74724,73.90559343
DNK,2010,13.08600502,58104.54456,72.50382328
DNK,2011,13.35567895,61809.7379,71.36995026
DNK,2012,10.81145609,58443.77471,70.33111764
DNK,2013,10.39632879,61377.59406,69.39405025
DNK,2014,10.81048908,62520.45097,68.55414215
DNK,2015,10.22672701,53094.01336,67.81606631
DNK,2016,9.234317032,54500.92604,67.0700522
DNK,2017,10.09455952,57521.5515,66.29328401
DNK,2018,10.35393406,61324.7665,65.63350653
DNK,2019,9.611972854,59404.26632,65.23294056
DNK,2020,9.069839273,60985.48856,65.16023964
DJI,1990,37.20444289,780.4977194,24.79040611
DJI,1991,36.23316437,732.7331016,24.6850807
DJI,1992,35.6404846,763.6592145,24.60637919
DJI,1993,35.33384815,758.7338427,24.55613225
DJI,1994,35.2206996,784.5562074,24.53086019
DJI,1995,35.20848348,786.2018667,24.54032907
DJI,1996,36.01479199,761.9436595,24.5938835
DJI,1997,37.92682857,748.2328402,24.69320396
DJI,1998,40.20645473,735.3491079,24.81386544
DJI,1999,42.11553199,740.2193098,24.92729425
DJI,2000,42.91592185,737.6121836,25.01842547
DJI,2001,42.46525859,742.1337911,25.10484204
DJI,2002,41.38958844,743.0132704,25.22593789
DJI,2003,40.10339083,764.6344652,25.35404076
DJI,2004,39.02114521,806.2616529,25.45865644
DJI,2005,38.55733103,844.4483574,25.51581024
DJI,2006,38.64805846,898.4646281,25.51284568
DJI,2007,38.95662273,969.5732202,25.47911612
DJI,2008,39.48828088,1119.152333,25.43116207
DJI,2009,40.24828994,1150.937586,25.385071
DJI,2010,41.24190694,1213.233526,25.36170577
DJI,2011,44.85043435,1306.345528,25.35075225
DJI,2012,49.94589026,1400.193579,25.34524004
DJI,2013,47.87596036,2074.296689,25.35199247
DJI,2014,42.84276234,2208.678103,25.37651191
DJI,2015,45.16489347,2376.125547,25.43111575
DJI,2016,44.09597154,2510.430008,25.58747299
DJI,2017,44.08540384,2618.955211,25.87164758
DJI,2018,43.05730569,2718.085323,26.20679877
DJI,2019,39.72185739,2837.171033,26.51615378
DJI,2020,35.92433048,2881.999245,27.01452938
DMA,1990,20.48240575,2892.981597,14.43010922
DMA,1991,20.26644155,3171.365778,14.4642829
DMA,1992,20.08246508,3376.260501,14.5161229
DMA,1993,19.93716604,3536.156092,14.58611592
DMA,1994,19.83723412,3805.202788,14.6746044
DMA,1995,19.78935899,3951.722671,14.78175682
DMA,1996,19.81054868,4210.99532,14.93055822
DMA,1997,19.8858752,4372.19713,15.12313286
DMA,1998,19.97412424,4664.242681,15.3278741
DMA,1999,20.03408151,4817.181055,15.51375164
DMA,2000,20.0245327,4867.398963,15.6504013
DMA,2001,19.83222844,4981.895849,15.7508627
DMA,2002,19.45224258,4873.6422,15.84096283
DMA,2003,19.00584566,5009.573932,15.91067123
DMA,2004,18.61430819,5348.949001,15.95028483
DMA,2005,18.39890072,5299.495964,15.95020766
DMA,2006,18.36059215,5671.770657,15.88169825
DMA,2007,18.38967576,6120.442054,15.74425302
DMA,2008,18.44140862,6654.499214,15.57167689
DMA,2009,18.4710478,7102.02826,15.39776062
DMA,2010,18.43385038,7171.552389,15.25587031
DMA,2011,18.06562815,7255.672106,15.10346848
DMA,2012,18.60395066,7031.399871,14.90328687
DMA,2013,19.05418632,7147.619541,14.69636466
DMA,2014,19.28370033,7395.302597,14.52374356
DMA,2015,21.02139051,7679.832936,14.42640872
DMA,2016,21.02693109,8278.447686,14.49404869
DMA,2017,20.17032266,7614.34028,14.71253751
DMA,2018,20.31272567,8137.565206,14.96720254
DMA,2019,20.04342444,9009.090115,15.14358074
DMA,2020,20.66729982,7461.779332,15.22065825
DOM,1990,17.76492881,989.1639412,13.75062516
DOM,1991,17.55441029,1345.846737,13.76807448
DOM,1992,17.42514758,1558.297821,13.83949966
DOM,1993,17.35996305,1722.41996,13.95388209
DOM,1994,17.34167906,1891.670557,14.10040147
DOM,1995,17.35311797,2109.169407,14.26824765
DOM,1996,17.54241309,2270.865587,14.58296657
DOM,1997,17.9651417,2448.893935,15.09515847
DOM,1998,18.46529208,2607.854573,15.68191617
DOM,1999,18.88685251,2620.889682,16.2205316
DOM,2000,19.0738113,2831.458836,16.58780087
DOM,2001,19.01261882,2935.893673,16.81273756
DOM,2002,18.83237347,3065.603295,17.0114078
DOM,2003,18.59103551,2383.261718,17.19065201
DOM,2004,18.34656523,2451.691616,17.35681096
DOM,2005,18.15692289,3878.312067,17.5168549
DOM,2006,18.00881106,4055.142703,17.70598963
DOM,2007,17.85924372,4649.645589,17.927405
DOM,2008,17.72164831,5026.840911,18.13838274
DOM,2009,17.60945224,4977.798844,18.29614903
DOM,2010,17.53608296,5484.646379,18.35815344
DOM,2011,17.47133115,5834.705907,18.23728823
DOM,2012,17.64682051,6025.725827,17.94939854
DOM,2013,17.66345514,6149.027489,17.60617818
DOM,2014,18.93966371,6512.507714,17.31853718
DOM,2015,19.95718476,6819.932252,17.19846613
DOM,2016,19.24917224,7174.823496,17.41399716
DOM,2017,19.12032993,7499.692862,17.91422229
DOM,2018,19.58928026,7934.981412,18.48222233
DOM,2019,19.49681819,8164.220809,18.90070335
DOM,2020,19.82674404,7162.291752,19.183284
